fir_id,criminal_id,role,id
4bceeb69-0d2f-45f4-b229-91e3acc2ee04,2616b6ed-9bed-4104-b508-4934d0fd4c88,accused,0a1156d9-7f80-4882-ad14-05d194c317ad
ff73a8f8-e4a8-4ae2-b220-b3ccf79a4682,018a82be-ef30-4d91-95f1-128f8857e132,accused,0b3ec1a9-aea8-4ae5-a44a-3a311adc0203
57c4db16-3e63-4463-a62d-bb8280f929d3,23d17823-29fc-40a3-b71a-c40a91481987,accused,0b490b87-f607-45c5-a650-9e01bcbfab09
b8d250a7-03ee-4a07-91c0-46f99331b7bb,bdb6d588-71f9-4e5a-9059-9aeb7858ab14,accused,0bd3383e-15dd-4819-a260-c51605f5b219
25ef72d8-f053-45b1-b3f0-635768d1bcd7,31a38468-2fa2-4b4b-83b5-d3f1011b9d89,accused,0be97c05-f939-493b-9df3-dbc1e228c567
6a988af3-68fb-4be6-806c-e48d978ee968,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,0c069b17-5274-49b9-ac28-89c54960bb4d
6c18d26f-e587-4eef-88b3-2a2095385e6e,e23a92a9-c684-4a2a-8196-0d0a0dcadd22,accused,0c197350-cf4e-4c8b-92da-9f0ff7cb908f
b7213958-bae7-4777-b01d-64b96209ac70,31a38468-2fa2-4b4b-83b5-d3f1011b9d89,accused,0d11613a-8b3e-45e7-b8a7-da25595464d1
f63ad945-662e-443f-aeb9-f9cd92216ec2,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,0df0b011-6dc1-466b-82b0-2782cfadd310
56cfac9b-0b3c-488b-bc0c-feaa2fec713d,89c54b69-d065-42da-9669-f90f08bb0786,accused,0df68217-75fd-4eb0-9ff2-e1d703585d51
0cda7e28-d97b-49ea-8a4c-1a29bf19cb0b,714dba62-7666-4852-a5b0-60c7209e4c71,accused,0e409e20-1a54-493f-aaea-4d0b2287e536
72abc898-e353-4cfb-8a3b-eaf885eec544,4225fe2b-47a4-4e83-8203-571a0c8e1a68,accused,0e69699e-4048-4a20-8d30-cff8dbc9899d
7206a62c-23f1-4c31-b15b-50b927ba4e8b,ed8f808f-e666-4a73-9062-1f8f757442f1,accused,0ed46063-575c-434d-ae9b-3edaf17899db
c39882b7-f1b3-49be-82b1-b7860512b226,7b633f2f-e215-46d6-8552-25eb067bc8e3,accused,0ef638c8-83ce-4115-bcc8-0bf1bd2b85f3
fd451e5c-3295-407a-a3d6-e5f9ed1c327b,0997c34d-ad5a-498f-8847-55e7a86de24f,accused,0f2eca00-80a3-4926-a20d-cc0732042713
e8d3f81b-0609-438c-aa75-e466c5241b91,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,0fcdc252-6f22-4a23-a3f2-e5a42375c0b1
59680cd0-102d-46b3-a32b-a40ad89d6041,2c56a6a3-cd13-4703-b572-f392128db1a2,accused,10232d46-b0b6-4cb6-80b1-72ec645433d6
2c2c6e00-a493-4fbc-aa39-6059f20ee1c8,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,10b99372-620b-442b-b4b3-ce778e7afc3b
9d2125af-c510-4290-8dce-ae4d86f87d0f,72b203cc-1aef-4aa5-afa5-98830c486d26,accused,10dbfc31-6464-41a6-a641-e5000a3a6654
87e2b9a3-a360-45ea-808b-82216509d892,148a2f90-d1d0-44d7-a20a-165816eef71c,accused,110bf2b8-f86e-4782-adc7-f38853eaa680
a193f9cc-f898-4b70-b844-99674600e826,738847ff-a086-4b42-a272-b89e0a0d3f3e,accused,110c46cb-e886-4003-9d0d-82d7f1df349b
0c115542-a2ea-4326-903f-61db5d1f6ae3,2523d823-0618-40c2-b622-d6faf7f16347,accused,11c00168-173e-467a-817b-e042607e8c4a
618d5df8-93a3-4d05-8612-d92bec185f5e,23d17823-29fc-40a3-b71a-c40a91481987,accused,13061d17-661b-492b-b0c7-70535a78c791
3f7db885-6fa6-4152-b71d-2374e7a59e53,0997c34d-ad5a-498f-8847-55e7a86de24f,accused,139a77d4-e888-4ea1-8fe3-7ce4192eafeb
fa0005e3-63e3-4f65-b611-9ee396f5e934,c40419c7-a5fd-4a9e-9f29-c4d17faa33f7,accused,14cf4d2d-cb4b-4f6f-b081-c4c398539b44
12ef9abb-b23d-4b62-81ff-f40422e7f6da,1aa9f6f7-0876-46bd-9158-b0632c1ab32e,accused,151120c7-4ec1-4c60-aa36-8f9866061950
8421879e-2da7-4a7e-aab9-31dd387ac55f,e412d489-ce18-4280-a918-1d1732688bf0,accused,15674dd4-abab-4715-bf8c-6f3f3b4a955d
28c8c48d-649a-4af9-82b3-d948578e8f10,410bec90-8114-4c19-905e-a5b77972ef47,accused,16cfff1a-a35c-4ae1-b8cb-fce613fe5c17
c40af2d3-ca38-49b1-9ed5-25c5c8fc2018,bdb595ca-f4c0-4190-ac69-57695a571d53,accused,17256095-7a9a-4db5-b252-0bb9b4211736
5e069fe5-d758-48ce-95fb-51b1ea8e53bb,cfe3055a-c9dc-4cbe-8a5d-d0c7455af61d,accused,173d3943-d82e-49e5-90e2-e3b6bd1e7ad3
b7213958-bae7-4777-b01d-64b96209ac70,58239812-e3cc-4698-a09e-f1704f75854a,accused,17610a19-d540-46ee-a8e9-562d4cb196ef
0fcc4d2a-ef07-4402-b7c6-9b01f7ea7ce7,fea975d0-6440-4fd0-991c-b824df0f6fab,accused,1767c7e4-4695-409d-ac3c-e9a56d28e304
bfcd010c-4c81-4931-aa58-a1295a8057a5,0997c34d-ad5a-498f-8847-55e7a86de24f,accused,17b4d899-f3ed-4f1f-a8ad-480ebe0148ac
75cdebf2-3e12-4fe8-aeef-aa0e01668671,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,17d19e5c-238d-423e-9abf-4c6edbe57357
9e07592c-b505-41a6-b076-0fd79a95d096,23d17823-29fc-40a3-b71a-c40a91481987,accused,18a07f1a-41e7-4a97-aadc-de1db9bc599c
78d9dcf8-7914-40a9-b2fc-be982b9a7eff,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,18a89646-0b65-4166-ba8a-ffa134cd1cc1
012b8e13-8dfc-419e-895a-d1fb9f02a13f,148a2f90-d1d0-44d7-a20a-165816eef71c,accused,18bbca4f-07e2-4bf3-8dc5-0f927f62b32c
45bbd7ca-02e0-4a69-bf35-a4d96c66942c,148a2f90-d1d0-44d7-a20a-165816eef71c,accused,1960e29f-277b-4564-90ee-836be9d1e0ab
cb8a938b-aeca-4a5b-b4ae-ab6a48a785d0,c05c81b2-c782-455e-be3f-8ac22ed75c9c,accused,19d63496-9903-4e43-ad0d-165005d3f6ec
5805e050-47ca-4c43-b476-0499e2310ff1,65ffec8e-40a4-4720-99be-dc3cfc926e4d,accused,1a3c9255-dddb-4634-84f9-e78f03b9860d
d75c3a2f-1276-459b-bfd1-f541d8df8ce0,7ce121c6-0b93-4393-b78e-e04c743c151b,accused,1a6132c1-4750-44f1-9180-b851cc7f4612
f45d7b03-ef22-4d18-9a93-74b9e6a60f4f,4ea921f4-e436-47ef-b9fc-08d469138a6d,accused,1a8085d3-db5d-4a27-9d2c-3d9b88d9e522
b6dce4c9-38f6-42bf-87c5-c1e121ecbf41,64b8434d-dd78-4775-9224-b4d1cdc73732,accused,1af31fdf-6672-49f6-a59f-778e5579291e
8cccbb9e-013d-4e43-a3d5-a8b774892e8d,8a375fae-6940-41ee-bed7-b1907e6fe26e,accused,1bb89bb7-af1c-417b-ac25-5cf45079e659
c0a2ed0d-d812-4253-8a02-e2a87967f677,2616b6ed-9bed-4104-b508-4934d0fd4c88,accused,1cabd7ca-1ec7-430a-bd02-69866ab6763f
25ef72d8-f053-45b1-b3f0-635768d1bcd7,c40419c7-a5fd-4a9e-9f29-c4d17faa33f7,accused,1cb2089b-bc3c-4c23-b3e5-127ff34f0654
1145e997-4746-47b3-aca4-1ddbf4a654ce,c05c81b2-c782-455e-be3f-8ac22ed75c9c,accused,1cb55339-5b49-4a76-84bd-d0942ad498a7
a1b99df0-a1d1-4ed7-808d-dd880f800407,7ce121c6-0b93-4393-b78e-e04c743c151b,accused,1db6224b-9c4d-4694-9d8c-7b4619d95187
5805e050-47ca-4c43-b476-0499e2310ff1,2c56a6a3-cd13-4703-b572-f392128db1a2,accused,1dbaf035-f1ae-44d1-80ac-fb4a133bab0b
626910c5-208d-4e5c-ae51-31973ed2f9d4,64b8434d-dd78-4775-9224-b4d1cdc73732,accused,1dcc0971-4d5d-47ff-aa8f-4cd2ef176b0c
1f8e69b6-dc14-4d97-99b8-4de8a1c2f0ee,25ab8b3f-49ca-4dd7-8af6-581e2e31e739,accused,1e04359c-4786-4529-af04-d2f2f143cbb9
a0c06992-8590-4258-9bfe-63836e405dc4,2c56a6a3-cd13-4703-b572-f392128db1a2,accused,1e50b63d-c914-460d-8a70-f9972ca92cda
ee603268-a970-42dc-9c83-a2e2dbb96d53,4225fe2b-47a4-4e83-8203-571a0c8e1a68,accused,1f2175db-b96f-4ffb-a016-98b9a95bdd15
21f10778-298e-4730-bd27-6dc52465fc9e,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,1f7bfdc3-2d7e-4a95-aed4-daf9b6d060b9
0fc15b04-14ac-4345-a8c7-611c4531358c,c05c81b2-c782-455e-be3f-8ac22ed75c9c,accused,1fd1d699-beae-4b23-9989-3ac35261ca4e
6ed43e9c-466c-4a53-8ed4-3c4f62c96c55,7ce121c6-0b93-4393-b78e-e04c743c151b,accused,1fe4648b-b10c-425c-91fc-e0f1cf2da6a0
618d5df8-93a3-4d05-8612-d92bec185f5e,cfe3055a-c9dc-4cbe-8a5d-d0c7455af61d,accused,20ecd5f0-e790-49a1-b707-0b2589cc2c67
a5e53248-0ec8-49f9-9635-e2ad6d422eec,65ffec8e-40a4-4720-99be-dc3cfc926e4d,accused,21f02cc2-eee1-4b50-aff6-17f35f1c8444
ca2cfb3c-4074-4f78-ab71-468f1c19e34b,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,224d2e04-d0ce-4ea4-8d31-cf2d4a32826e
456664f7-b981-4efa-853f-7d1ee6621fdd,bdb595ca-f4c0-4190-ac69-57695a571d53,accused,226b30c5-706e-41bd-a44d-15e3338e3d24
c32f6f45-df49-44b1-bd9d-35ced0cfde4e,fea975d0-6440-4fd0-991c-b824df0f6fab,accused,22a6fd73-0853-4f6b-935d-406ba9b41796
2b38b20f-9587-4fc5-aca7-8bb444152eb3,0997c34d-ad5a-498f-8847-55e7a86de24f,accused,237c2613-8b50-4f51-8ffc-a1558205559c
bfafe93e-ed31-45b8-820a-6098d25348f0,412d51c1-3427-42c0-908e-c804031cf0f6,accused,23a7be08-c45e-4522-9821-fccae6f83e4d
9d03626a-3404-48f5-9cb5-56a0c358e19e,0dbb13ad-970f-4a79-aba7-71fc48efe02b,accused,23f9c148-d995-49f1-a325-cdf22280c216
1e81bcf5-6b55-46ec-9d3e-31f49f303ca5,714dba62-7666-4852-a5b0-60c7209e4c71,accused,24a2470e-ab71-4620-b2d1-c4de6e960dd1
45cfca5b-8efb-4e80-ac1c-4526fe833eb2,0aa539c1-99df-4ac9-b414-a06aabbdf912,accused,258a02c1-4ec2-4eae-909a-b0207605d5e9
2cd03bf2-8dec-4e13-a2c3-2ac0492e579d,e23a92a9-c684-4a2a-8196-0d0a0dcadd22,accused,2643841d-0a27-4de4-8231-030eae647581
a8f85d8d-3a6b-4bb6-8f4c-197434bf4d20,2c56a6a3-cd13-4703-b572-f392128db1a2,accused,27af8e79-079c-4c89-80d8-368e3e55a18a
f4cf0c90-d544-4edf-8174-e4f7f100a3d2,8a6e7a7a-aa95-4516-a062-d58308c32f11,accused,280e1576-2fd0-4f23-94b7-0b984e34d820
9ccbea0c-93d3-4623-9551-de6e884172cc,fab81283-e4da-49e6-80f8-8f5d03273121,accused,288a8b5b-6da7-4dff-907f-35fd00b026c8
cdfa4108-1017-44a3-9a14-291389ff3926,7ce121c6-0b93-4393-b78e-e04c743c151b,accused,290b88d7-37f3-49b2-9b72-5ccaaba499a6
ce24e7e2-bc8d-4e80-b00e-a4bb65aac2f3,2616b6ed-9bed-4104-b508-4934d0fd4c88,accused,29cd0044-70ac-4f2d-a21f-cce16c2ec5a5
8ecffe88-307b-49f4-80dc-a6c4c205cb9c,548087de-3a62-4bae-a367-ad39b7ac41d0,accused,29def214-32a4-4e04-bc30-f493c9b1d8c1
124b3cca-8396-43ad-8f73-8609d1ce7394,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,29f6c8f8-55e2-4e26-9a83-beabdc2c54f7
f980f238-e230-41cb-9409-e41a9a121564,750ba888-4440-4c9a-b1b2-9caafbd5b106,accused,2a89254f-15c1-4ba6-a420-d062f219ca54
fdb5efe8-7d5a-4abd-b433-19ab50c55d93,fea975d0-6440-4fd0-991c-b824df0f6fab,accused,2b204e53-8c26-440f-89e2-1a8665f651f0
40cd8e4e-14e6-4d05-b3b0-d9473c268a7d,60e3f69c-d5de-4ac7-8ef1-2d320fe749da,accused,2b42939d-d31d-4b7a-a151-420c695d1ae6
9231a98f-b523-4f2b-832e-1544a2cc12f1,2c56a6a3-cd13-4703-b572-f392128db1a2,accused,2c4f5262-9c17-478b-9bcd-387ca54b0993
fdcc7bf5-14ff-4296-86a7-b6d38b428e64,cfe3055a-c9dc-4cbe-8a5d-d0c7455af61d,accused,2d2194c8-0b36-491a-b0e3-1bce3a5a3537
1567f587-eb30-4e18-8598-f423a051d86c,1aa9f6f7-0876-46bd-9158-b0632c1ab32e,accused,2df72274-d8a5-4130-95d8-84f72a7d8d69
9b2ff37a-464b-43ae-9876-d0d5383b6619,bdb6d588-71f9-4e5a-9059-9aeb7858ab14,accused,2e21df74-c4c8-4abc-9697-2f89837d442e
e127958f-203a-45ef-b795-29aacc585ec5,1aa9f6f7-0876-46bd-9158-b0632c1ab32e,accused,2ebed73c-fa5e-4706-b36b-d72e07bd93a6
1f8e69b6-dc14-4d97-99b8-4de8a1c2f0ee,8a6e7a7a-aa95-4516-a062-d58308c32f11,accused,300392dc-1da1-4491-a242-21ab06875be4
f8ba79dc-a880-4fc1-a054-2664107953bf,0997c34d-ad5a-498f-8847-55e7a86de24f,accused,30288d44-ea83-4cb0-bbe3-d37329ee8046
14e231c9-3b80-40d8-8354-bee43c66b4f5,64b8434d-dd78-4775-9224-b4d1cdc73732,accused,3068a4a6-fd3c-4c0c-8eac-0ea2031017d8
846d37b6-b21e-40e1-b500-5aade8ecb289,64b8434d-dd78-4775-9224-b4d1cdc73732,accused,306cabeb-f436-4851-8935-19485bb86533
25ef72d8-f053-45b1-b3f0-635768d1bcd7,750ba888-4440-4c9a-b1b2-9caafbd5b106,accused,3117a764-0996-4564-8532-ccc8b70ef2da
a1e38a00-99cc-4bc0-9dfc-8eee0988889b,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,33f358ea-24ee-4e03-92e7-d1d3c5428509
22f34f50-d166-4519-9d59-1425d6c78579,548087de-3a62-4bae-a367-ad39b7ac41d0,accused,34e39032-e0ac-434d-9c66-1c4076b5bd29
7a410d36-a43f-47cc-9763-dfed2d80fef9,0997c34d-ad5a-498f-8847-55e7a86de24f,accused,357656e3-a947-4d9a-bea6-19cc2731a0ca
c5a9a50e-8318-4207-adac-e17617800543,750ba888-4440-4c9a-b1b2-9caafbd5b106,accused,36d84f3e-47ea-4828-86bc-872c263f88e1
9231a98f-b523-4f2b-832e-1544a2cc12f1,c05c81b2-c782-455e-be3f-8ac22ed75c9c,accused,36f72213-ee80-4bad-abaa-0b78a9b22427
86adfd52-bd06-442c-bf50-393bb2e7523e,5161e6b2-e2c1-4b25-aea0-49c2674359ef,accused,37456f6d-9210-4301-b09f-b5ef08784bb8
df478a5f-2626-4056-a80e-ddd4d65d59b4,bdb6d588-71f9-4e5a-9059-9aeb7858ab14,accused,379e3623-3b90-45f0-992a-d0bffbf9e43a
846d37b6-b21e-40e1-b500-5aade8ecb289,25ab8b3f-49ca-4dd7-8af6-581e2e31e739,accused,37f432ef-6d15-48d1-bf65-35cf093af063
a526786d-01ce-4d7c-b144-8a024cd6edc3,60e3f69c-d5de-4ac7-8ef1-2d320fe749da,accused,381b269c-c336-41d3-a098-27a69315a46d
10bfb89a-005c-436b-a6c5-ac10541d1778,2616b6ed-9bed-4104-b508-4934d0fd4c88,accused,38a887f7-40b7-4dbe-bbb7-158418e65b07
ec94f6cb-bd9f-472f-9c0e-9caac040c515,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,399054c6-3293-49a6-876f-00ca83feb4d0
fe4a7eb9-b5cf-4ea2-a503-8636087d579e,d14f9acf-5a19-4643-915c-5f230172f78e,accused,3a211e84-39d8-4656-b7eb-343346f55929
c275123c-f1af-4cc9-b45d-a09c96542f39,d14f9acf-5a19-4643-915c-5f230172f78e,accused,3b77fe61-0ed0-4033-bd74-7738e35abe46
85600f87-7fad-45e2-95e4-9580b59592fa,410bec90-8114-4c19-905e-a5b77972ef47,accused,3b8dc7f2-0376-46be-8fd6-e7b2f732b265
2c3feb6d-2a61-49a0-9873-c0e229e80010,e412d489-ce18-4280-a918-1d1732688bf0,accused,3c0ce1c8-9148-47ba-84b3-2276f4089420
70065162-5524-4cda-bf5f-62654ecc9351,4b9a1bd0-3232-4345-846f-d504197f8732,accused,3d3eb4f5-34df-4ed7-acdf-d8567cd7a171
f0936649-d866-4997-a759-206e844a0d1d,412d51c1-3427-42c0-908e-c804031cf0f6,accused,3d5f5492-b3b4-4134-a1b6-4686c1553200
3d366766-0cd2-44c4-b544-82f3c576a3ef,1aa9f6f7-0876-46bd-9158-b0632c1ab32e,accused,3dd11096-531c-4304-bb55-dc9d86b32051
e30d8313-deae-457d-aa14-117e42b16a1c,e23a92a9-c684-4a2a-8196-0d0a0dcadd22,accused,3f45939c-55e7-4f4a-bbe8-97abb7b0af6a
52c98f67-90ce-4a1d-9851-6c643eebd317,8a6e7a7a-aa95-4516-a062-d58308c32f11,accused,3f4f915e-1534-46f4-b356-9180d0232b20
aba04882-ddfb-49b4-910b-78b8fc10fc06,e29cf33d-3671-4939-bd02-dcd9bc375f60,accused,40e99b3c-5578-4246-945c-1a5cffd28096
be3ca3d1-ccd3-4996-90de-8a28861322d2,412d51c1-3427-42c0-908e-c804031cf0f6,accused,413de2b1-7aac-4d6a-ac92-8f3016ee6429
2c3feb6d-2a61-49a0-9873-c0e229e80010,ed8f808f-e666-4a73-9062-1f8f757442f1,accused,427ff26f-9b1e-4407-9ac2-c8f286880ca7
0801caa4-529c-41f3-8349-71e766678e27,e23a92a9-c684-4a2a-8196-0d0a0dcadd22,accused,4396fe95-29d2-4242-bbe6-8e20cf38b4fa
723568a5-fcfd-4d68-9e84-b4a47e8bb96e,4225fe2b-47a4-4e83-8203-571a0c8e1a68,accused,43d2f780-ad3c-40ba-bfb2-6c3f9929e371
8c9c8f70-2153-4c15-9361-d30f1fe3405c,cfe3055a-c9dc-4cbe-8a5d-d0c7455af61d,accused,44d3e7b4-13ef-466d-a912-aecf9085e277
08ca83b1-e2f8-4c54-b2ed-14198376fdfb,89c54b69-d065-42da-9669-f90f08bb0786,accused,456fbc49-8c80-44f2-9892-fc2d2e72d31b
2422f264-3148-434e-a446-c7cbebe1df90,7ce121c6-0b93-4393-b78e-e04c743c151b,accused,46dcbfe1-7bc9-4568-b978-ac61a5a5c0d5
3d366766-0cd2-44c4-b544-82f3c576a3ef,412d51c1-3427-42c0-908e-c804031cf0f6,accused,476f5311-59c4-4012-96c6-46897e1cf6e9
c1f34a4e-c220-40e7-9013-930e497b4d13,4225fe2b-47a4-4e83-8203-571a0c8e1a68,accused,47d1109c-c7ce-4183-a01e-e1321d847154
3d366766-0cd2-44c4-b544-82f3c576a3ef,410bec90-8114-4c19-905e-a5b77972ef47,accused,485b8497-ecbb-4e9e-bab1-6afee8a969de
969e8f29-9d22-4c34-ba66-402bb85b5779,fc22e458-db85-47dd-8304-d6a9d88c74b2,accused,488fe974-cb68-4737-bf70-d5011a944559
943ce710-4523-46d0-9f32-f576489f9e25,4225fe2b-47a4-4e83-8203-571a0c8e1a68,accused,48ab75bb-8974-47d6-8420-71e41ce83570
73fc1b29-e754-4377-bee1-22ace40a4202,8ce737e6-59b1-4270-85ab-620dc0b22d8f,accused,48bf4578-4025-4d0d-83b2-fe0d49da7da7
1145e997-4746-47b3-aca4-1ddbf4a654ce,fea975d0-6440-4fd0-991c-b824df0f6fab,accused,49571e1d-732a-469e-8c68-d118e1211c75
28c8c48d-649a-4af9-82b3-d948578e8f10,5161e6b2-e2c1-4b25-aea0-49c2674359ef,accused,4a5ce76e-63d1-47cc-b3b8-159444d431f1
8c9c8f70-2153-4c15-9361-d30f1fe3405c,018a82be-ef30-4d91-95f1-128f8857e132,accused,4b4dc42f-7338-4a86-8d31-12fa256b0f29
e30d8313-deae-457d-aa14-117e42b16a1c,7b633f2f-e215-46d6-8552-25eb067bc8e3,accused,4b8c187e-48cf-4017-82e8-bf4fe166c4c4
9e07592c-b505-41a6-b076-0fd79a95d096,89c54b69-d065-42da-9669-f90f08bb0786,accused,4bae3608-d104-4d6e-a835-5eccf25c026c
28c8c48d-649a-4af9-82b3-d948578e8f10,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,4caf677a-1dbe-45d8-9dfe-02b4a7deff76
a193f9cc-f898-4b70-b844-99674600e826,7b633f2f-e215-46d6-8552-25eb067bc8e3,accused,4d0383e2-e6b2-4513-9600-6fa4e8ddab74
c0dfaf1d-f2ca-4d52-90ec-ff4fb856e1b2,2c56a6a3-cd13-4703-b572-f392128db1a2,accused,4e10ca95-07f3-4d8c-a15e-784f53b7ac82
3aef3e22-366f-4be0-9889-08959b902b6b,2523d823-0618-40c2-b622-d6faf7f16347,accused,4ed86e7b-b8a9-44d4-a798-f1c6c96e3500
d4dba9fa-6595-49f7-b5d7-83ce51de3033,148a2f90-d1d0-44d7-a20a-165816eef71c,accused,4fa5a503-d22c-4a25-83cd-a609588a04aa
d9a87d41-c4cd-470f-9281-ad87440dc111,8ce737e6-59b1-4270-85ab-620dc0b22d8f,accused,511f5b59-bf68-405c-be32-dc9ba2ed4c40
d2831958-a453-4c4d-a263-5145d272a1b5,60e3f69c-d5de-4ac7-8ef1-2d320fe749da,accused,51dbc80c-89bc-4390-bdad-bca4bbefaa91
40cd8e4e-14e6-4d05-b3b0-d9473c268a7d,e23a92a9-c684-4a2a-8196-0d0a0dcadd22,accused,522e46e1-e83d-4d94-926e-1d032326f5a5
0d57e160-1359-4b86-b562-8faac06b05a4,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,524b8698-97c1-4832-abae-d5f4a706abed
bd5d4ca7-6361-4d25-977b-6734d4047230,738847ff-a086-4b42-a272-b89e0a0d3f3e,accused,5410aaf6-7677-430d-b6f0-e78cbd5d0b41
41c47b88-7120-4385-80b1-d2edbd573775,1aa9f6f7-0876-46bd-9158-b0632c1ab32e,accused,5421b086-ae82-4e70-9549-ccdeab1bea32
bb2e4001-fdb1-43eb-8338-caba9eb978ed,64b8434d-dd78-4775-9224-b4d1cdc73732,accused,548978a8-a546-4166-9bb4-b8f9f5f03bf3
b29427f5-0e46-4496-b4ca-0e09289fb2fa,fea975d0-6440-4fd0-991c-b824df0f6fab,accused,54a29412-690b-44fb-988f-2f54b17f7464
3456d3a0-5019-4b68-a258-0ded5c10a75b,19de0621-c7d0-402a-a09d-3b1db38aecf4,accused,54a43bb2-9ea7-4e69-be7e-f80811f2ca55
f62908f5-cfb5-480e-b0d0-75300bb57b19,19a6a814-a49e-4d85-aa21-a2e8b5709d94,accused,56191b5c-9a62-4cd0-8ac1-320f29969fde
15ddd2a9-c297-4e95-aea2-e0523ee1969d,e66bdb42-023a-48ca-a5f5-0a7a7abfc4c1,accused,56b075fd-aa9a-440c-9026-f477407a5083
6ed43e9c-466c-4a53-8ed4-3c4f62c96c55,0aa539c1-99df-4ac9-b414-a06aabbdf912,accused,5705358f-262a-4446-b09c-e0f3b0ea5cde
02c0f526-a3c1-4c7c-869f-e09847a1bb97,25ab8b3f-49ca-4dd7-8af6-581e2e31e739,accused,5788a3de-3f6d-42a5-acb3-49eef476d8dc
401521c3-89c6-4214-8841-f6893a9360bb,fea975d0-6440-4fd0-991c-b824df0f6fab,accused,578de52c-489c-4e86-bfc8-dd5f16f13056
01833c1d-c1e1-499c-bc8a-8409d9718043,64b8434d-dd78-4775-9224-b4d1cdc73732,accused,5797035b-718f-492d-ab52-d8d70b64d5bb
6faad1b9-5d10-4e20-8fb5-d04b52141a52,fab81283-e4da-49e6-80f8-8f5d03273121,accused,57b9cc30-e883-4794-ae67-a81dfc5b06a2
40ed29a7-62d3-4f9b-86bb-8233ddf0c8e8,d319ae7d-fae7-449e-a3bf-44d2212c2193,accused,57d2172d-5be6-497a-b333-3f0bb6b891b0
0316f05c-12d7-420c-a531-33c55ef8a56a,4225fe2b-47a4-4e83-8203-571a0c8e1a68,accused,583e7f7c-e545-4ce6-9250-94acb6513614
57c4db16-3e63-4463-a62d-bb8280f929d3,58239812-e3cc-4698-a09e-f1704f75854a,accused,584a8bbc-78ec-402e-a813-36bbce14eb0c
ad6cd3df-3982-4684-ba6a-683a96fb25c3,412d51c1-3427-42c0-908e-c804031cf0f6,accused,58c1f22f-994a-4cc3-b1fe-90a3013a835f
6541f1fc-4c3a-4250-8f4c-7f212876147b,1aa9f6f7-0876-46bd-9158-b0632c1ab32e,accused,58c7cefb-9e74-4e5c-9ede-1148462d9705
503acc5a-7482-4bd9-b15e-7ce22dd24af9,89c54b69-d065-42da-9669-f90f08bb0786,accused,5993be0f-6bb1-4c1d-b194-31727299717b
806934b5-3e07-413b-862e-7230904debb1,60e3f69c-d5de-4ac7-8ef1-2d320fe749da,accused,59b635fb-2377-450b-9f8b-e6694875af04
