name,id,created_at,updated_at
violent_assault,38b0a4bd-67ee-48e8-8db9-067e7c1667bb,2026-08-29 12:45:08,2026-08-29 12:45:08
hospitalisation,38e4c8e0-4267-4e93-b8e2-64d593766bce,2026-08-29 12:45:08,2026-08-29 12:45:08
fake_call_center_scam,3bf74671-afe8-42b7-b2da-367f661d8e6f,2026-08-29 12:45:08,2026-08-29 12:45:08
synthetic_drugs,40e882c1-782c-4149-8cf7-aa975b6c01d7,2026-08-29 12:45:08,2026-08-29 12:45:08
illicit_cashew_nut_export,40fcfd48-0bed-48ef-99bc-5770f4b3ac67,2026-08-29 12:45:08,2026-08-29 12:45:08
tool_usage,41bd5650-da11-4750-b70f-01500ef0a54b,2026-08-29 12:45:08,2026-08-29 12:45:08
ipc_fraud_and_cheating,442acc96-8bd5-4008-9935-7ddf59a61f90,2026-08-29 12:45:08,2026-08-29 12:45:08
anomaly_flagged_unexpected_high_severity_off_hour_spike,45ddeb85-18d5-4359-987a-f1e1cd9171c5,2026-08-29 12:45:08,2026-08-29 12:45:08
illicit_liquor,54c60844-91c5-4f16-875e-e5c0382aec1a,2026-08-29 12:45:08,2026-08-29 12:45:08
call_spoofing,57c41d9d-b2c9-4879-b4ec-10eeac1319c7,2026-08-29 12:45:08,2026-08-29 12:45:08
getaway_bike,5a8f409d-39f6-4deb-9b52-7a02012e79e7,2026-08-29 12:45:08,2026-08-29 12:45:08
land_encroachment,5b156a4b-16f1-4f49-90e6-051fce80de3f,2026-08-29 12:45:08,2026-08-29 12:45:08
fake_kyc,5f7a9f5d-554d-45a4-8095-97e2f17d2d4b,2026-08-29 12:45:08,2026-08-29 12:45:08
dark_web,652c2aa1-29f4-4cdd-9639-1cab46b39caa,2026-08-29 12:45:08,2026-08-29 12:45:08
reconnaissance,6a50bebb-6b44-45ab-b9f8-c0deb75d484e,2026-08-29 12:45:08,2026-08-29 12:45:08
cyber_stalking_and_harassment,7090908e-407a-4aee-b6a1-9d0098d6dbaa,2026-08-29 12:45:08,2026-08-29 12:45:08
modified_vehicle_plates,70f028c8-c00d-4cbd-8127-7237eff2ab65,2026-08-29 12:45:08,2026-08-29 12:45:08
fake_power_of_attorney,75259b7c-bb19-432a-b7b7-07f7d5e269de,2026-08-29 12:45:08,2026-08-29 12:45:08
cross_border_smuggling,78db0fd8-37e9-4fc1-800b-f26221f21008,2026-08-29 12:45:08,2026-08-29 12:45:08
crypto_fraud,7baf62c4-1875-464b-a6ca-380108b4ff35,2026-08-29 12:45:08,2026-08-29 12:45:08
narcotics_retail_distribution,7f7afe05-4499-42e8-90f9-da026a95fd79,2026-08-29 12:45:08,2026-08-29 12:45:08
cctv_footage_recovered,857a1705-d0a4-4f10-8ad5-a980b011246f,2026-08-29 12:45:08,2026-08-29 12:45:08
temple_crowd_chain_snatching,8667f284-a276-41c8-ae4d-a707228e1417,2026-08-29 12:45:08,2026-08-29 12:45:08
goods_worth_12l_stolen,87776024-e020-4ea5-afd3-5e1b9ab40534,2026-08-29 12:45:08,2026-08-29 12:45:08
money_mule_routing,887a5ef2-85af-4c9c-bd2c-7152ce0f3e17,2026-08-29 12:45:08,2026-08-29 12:45:08
market_dispute_turned_violent,8d7da0a8-eced-4493-bb08-222ab6ade9aa,2026-08-29 12:45:08,2026-08-29 12:45:08
witness_intimidation,93e369d3-8159-45c3-9aa6-334af0502250,2026-08-29 12:45:08,2026-08-29 12:45:08
weapon_recovered,985f85ef-5960-43f5-b367-0688652a5a93,2026-08-29 12:45:08,2026-08-29 12:45:08
tourist_valuables_stolen,9ef6e4fe-b8f8-4f9c-8224-fe23425a4409,2026-08-29 12:45:08,2026-08-29 12:45:08
remote_access_app,9f3b78a7-815d-45f9-85da-6ba4e60fb333,2026-08-29 12:45:08,2026-08-29 12:45:08
timber_smuggling,a023cd3c-63d0-49cb-bd1b-1af5252d8d34,2026-08-29 12:45:08,2026-08-29 12:45:08
cash_only_transactions,a34f32ba-e445-413e-999b-8c31e2a9b6fc,2026-08-29 12:45:08,2026-08-29 12:45:08
extortion,a53f1657-4531-4072-848d-96781637c6e8,2026-08-29 12:45:08,2026-08-29 12:45:08
concealed_false_compartment,a7f43594-640b-4fc9-8df5-a52985453583,2026-08-29 12:45:08,2026-08-29 12:45:08
organized_gambling_den_operator,a81986cf-4bf5-4c05-84c2-5e2e1e2c6227,2026-08-29 12:45:08,2026-08-29 12:45:08
illegal_mining,a8ccae1a-9c4b-415b-8256-cc8889bde57b,2026-08-29 12:45:08,2026-08-29 12:45:08
night_riverbed_extraction,ac9a3cf9-4109-48ce-bb7a-c8f1ae6a83cb,2026-08-29 12:45:08,2026-08-29 12:45:08
multiple_injuries,ae99f01e-90b5-48cd-ace4-79fba60d3d3e,2026-08-29 12:45:08,2026-08-29 12:45:08
college_area,af291a46-50c6-42bc-a1b4-7933f87e2e20,2026-08-29 12:45:08,2026-08-29 12:45:08
illegal_transport_route_management,b4f98f25-35e1-4c6c-a424-f37b404a8c4a,2026-08-29 12:45:08,2026-08-29 12:45:08
online_investment_scam_operator,b56a76af-22fb-49e4-89fc-d0dae721e69d,2026-08-29 12:45:08,2026-08-29 12:45:08
road_rage,be02175b-8eb2-44fa-8ee0-add15a5138db,2026-08-29 12:45:08,2026-08-29 12:45:08
farm_equipment_theft,be30506f-b0ad-421f-9744-4674232c74d6,2026-08-29 12:45:08,2026-08-29 12:45:08
fake_passport_and_visa_racket,c2f06bac-476f-4cf1-b053-75ed0bb02c9b,2026-08-29 12:45:08,2026-08-29 12:45:08
unbranded_glass_bottles,c8527017-e00b-4771-a39c-8a43ab121796,2026-08-29 12:45:08,2026-08-29 12:45:08
night_operation,d333f155-d66a-44f3-bb8c-443a989a2147,2026-08-29 12:45:08,2026-08-29 12:45:08
heavy_excavator_used,d644742e-505e-4d3d-8af1-b50fe2293bd8,2026-08-29 12:45:08,2026-08-29 12:45:08
temple_theft,d95b6338-94d8-4cd3-bee9-35ed5909786d,2026-08-29 12:45:08,2026-08-29 12:45:08
gold_targeting,d95cac73-ce81-40ae-9661-c7ad3d36bcf0,2026-08-29 12:45:08,2026-08-29 12:45:08
market_yard_attempted_theft,d98bcbd8-a65c-4e4e-8c63-dbb995532602,2026-08-29 12:45:08,2026-08-29 12:45:08
cyber_fraud_via_fake_banking_portals,de13f3b0-1f52-4faf-8f6b-28aaff710221,2026-08-29 12:45:08,2026-08-29 12:45:08
drug_courier,e6d536de-22c9-427d-8b30-1067a4fd216f,2026-08-29 12:45:08,2026-08-29 12:45:08
forged_documents,e6f06d91-c8fd-491d-9a5d-7a49aec7e2cd,2026-08-29 12:45:08,2026-08-29 12:45:08
jewellery_targeting,ef09c4d8-08b7-44bc-b6d7-a0c1cec73111,2026-08-29 12:45:08,2026-08-29 12:45:08
cash_in_transit_robbery_planning,f0a54fbc-4335-4cae-b10b-5ba22c8ce952,2026-08-29 12:45:08,2026-08-29 12:45:08
illegal_liquor_distribution,f228a057-e3fd-492e-b7c8-6863cfa5217c,2026-08-29 12:45:08,2026-08-29 12:45:08
break_in,f2f4d531-46dd-40f0-a536-dde36529164d,2026-08-29 12:45:08,2026-08-29 12:45:08
vehicle_crime,f5a7403b-bb8d-460b-8d3b-b673d8e3bf71,2026-08-29 12:45:08,2026-08-29 12:45:08
atm_card_skimming_operations,f5a847e7-868a-47b8-b553-aecbae1e4787,2026-08-29 12:45:08,2026-08-29 12:45:08
gps_evasion,faa47169-6679-40d2-a778-08a1640e5906,2026-08-29 12:45:08,2026-08-29 12:45:08
knife_recovered,fde2f37d-7251-42fc-935e-b05a49520cae,2026-08-29 12:45:08,2026-08-29 12:45:08
prior_offender_density,fe248f2c-fb2d-47ab-bb4a-d93c404e39d3,2026-08-29 12:45:08,2026-08-29 12:45:08
