id,case_id,title,description,evidence_type,status,created_by,assigned_to,storage_path,dataset_provenance,source_import_job_id,source_file,source_row_ref
dcb5b970-f702-5f17-8bfc-c1e417f055c3,02ae2f6e-c1ed-5767-9cbd-295acf43ebb2,Evidence EVD-000037,Evidence 1 for OT-000010,digital,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000037
5a2e26f2-fc0a-502d-95ab-e9fd2bea066c,38cc4be5-8abb-5387-82bc-fac7d5f34614,Evidence EVD-000038,Evidence 1 for OT-000003,other,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000038
047a47b5-1f27-5e63-8c37-0203df8a3ae8,38cc4be5-8abb-5387-82bc-fac7d5f34614,Evidence EVD-000039,Evidence 2 for OT-000003,forensic,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000039
97e94322-006b-5465-b32c-4d5a1bfdffb6,38cc4be5-8abb-5387-82bc-fac7d5f34614,Evidence EVD-000040,Evidence 3 for OT-000003,documentary,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000040
c988286b-db41-57b4-814c-fe70c1ee3dbb,d946eecb-1afe-57bd-a4a4-7977bea7f1a2,Evidence EVD-000041,Evidence 1 for OT-000018,ballistic,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000041
13284e4e-1f8b-5fb1-b03f-9ef05669c7d7,8c729635-f289-5921-88a7-7f39c373c462,Evidence EVD-000042,Evidence 1 for OT-000021,trace,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000042
d9d2c293-f7df-53f4-a73f-0cf507d6b71c,8c729635-f289-5921-88a7-7f39c373c462,Evidence EVD-000043,Evidence 2 for OT-000021,biological,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000043
93bb087c-94d9-5804-a4c1-fd50a6af20a7,ccae609f-7190-50b1-8bf8-012717ba478c,Evidence EVD-000044,Evidence 1 for OT-000025,biological,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000044
0642da8b-3f56-550c-8b12-3943f0a38c67,ccae609f-7190-50b1-8bf8-012717ba478c,Evidence EVD-000045,Evidence 2 for OT-000025,biological,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000045
ae87249a-044d-5818-a9aa-7753ca00bd38,5f75abc8-d234-52a2-8908-16948ce8f275,Evidence EVD-000046,Evidence 1 for OT-000008,video,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000046
2487209a-e19e-5484-b2cc-49da5474d12a,5f75abc8-d234-52a2-8908-16948ce8f275,Evidence EVD-000047,Evidence 2 for OT-000008,forensic,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000047
835fb9f7-8171-5835-8dbb-7bcee79c4794,2024c1bd-2186-5a03-b00b-e35fa0170252,Evidence EVD-000048,Evidence 1 for OT-000020,fingerprints,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000048
f83ba977-19e0-5a01-b372-fea5e0a8a934,2024c1bd-2186-5a03-b00b-e35fa0170252,Evidence EVD-000049,Evidence 2 for OT-000020,digital,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000049
4c41e8a9-d3a8-5b15-ae2c-586107780d95,6e816475-5b77-5123-89f5-9b17e5b02974,Evidence EVD-000050,Evidence 1 for OT-000004,other,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000050
6b9041f9-5827-5654-90fc-e80721489354,6e816475-5b77-5123-89f5-9b17e5b02974,Evidence EVD-000051,Evidence 2 for OT-000004,audio,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000051
086d6b05-4f45-5433-96b3-8943771aef74,232b7f2e-124c-5120-8af4-abc7a9736f12,Evidence EVD-000052,Evidence 1 for OT-000018,digital,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000052
9267973e-74f5-516a-8fa3-8b13b8c1a864,232b7f2e-124c-5120-8af4-abc7a9736f12,Evidence EVD-000053,Evidence 2 for OT-000018,forensic,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000053
20d5cd47-d2d7-533a-9f85-ecdbc839bebd,3ba6114c-c4da-522f-b3ab-741301577237,Evidence EVD-000054,Evidence 1 for OT-000025,video,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000054
9377c3d7-addd-53e4-a53a-a9b84705c087,027918d2-d08d-5ad3-829f-7a3ae6515c0b,Evidence EVD-000055,Evidence 1 for OT-000025,trace,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000055
940cd49a-3a52-55fd-8b17-3b58229c455f,9fbf0394-fb99-5d76-afc2-f21a5e3cb28e,Evidence EVD-000056,Evidence 1 for OT-000020,trace,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000056
1c350c7b-61d4-5464-ba59-fb55a6b98779,9fbf0394-fb99-5d76-afc2-f21a5e3cb28e,Evidence EVD-000057,Evidence 2 for OT-000020,biological,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000057
95fb6bea-58ec-538a-9a09-8a277a8a0f77,a19e3b3c-8a33-5c43-8cb6-bfc06b8e2702,Evidence EVD-000058,Evidence 1 for OT-000017,video,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000058
5a85eafb-95c1-54e5-a7bc-39cec223f773,a97e219f-cf35-5004-b3a3-31f8f57c73a4,Evidence EVD-000059,Evidence 1 for OT-000028,documentary,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000059
2720030b-570e-5c33-82ea-fdd494fc1c72,a97e219f-cf35-5004-b3a3-31f8f57c73a4,Evidence EVD-000060,Evidence 2 for OT-000028,digital,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000060
7ad427df-038c-533f-ab99-46131015d7cc,a97e219f-cf35-5004-b3a3-31f8f57c73a4,Evidence EVD-000061,Evidence 3 for OT-000028,chemical,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000061
3463feac-39ee-5718-917f-d223cc5ad437,dd0f05d7-4e5d-5541-9b1e-28ddcd731e53,Evidence EVD-000062,Evidence 1 for OT-000027,chemical,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000062
87c5e665-e5d9-53a0-8c0b-b60aeb1507fb,dd0f05d7-4e5d-5541-9b1e-28ddcd731e53,Evidence EVD-000063,Evidence 2 for OT-000027,video,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000063
fc051241-8a12-5860-9c85-76283b505c22,dd0f05d7-4e5d-5541-9b1e-28ddcd731e53,Evidence EVD-000064,Evidence 3 for OT-000027,documentary,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000064
0d212be4-122a-5058-8383-b9193feb6f44,5076d5ce-3f00-5ed0-84c6-c09e6186fa3d,Evidence EVD-000065,Evidence 1 for OT-000023,audio,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000065
e195adda-6443-5bd0-8a88-46c5fed8f25f,5076d5ce-3f00-5ed0-84c6-c09e6186fa3d,Evidence EVD-000066,Evidence 2 for OT-000023,forensic,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000066
20342b66-b940-5898-90cb-62b488ca513a,5076d5ce-3f00-5ed0-84c6-c09e6186fa3d,Evidence EVD-000067,Evidence 3 for OT-000023,chemical,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000067
3d9ef72c-3405-59b5-b042-1354755f03dd,cbf7b4c6-3c7d-5ca2-b5a6-a4df95d1da28,Evidence EVD-000068,Evidence 1 for OT-000001,fingerprints,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000068
56788243-632c-54a8-8882-1acf515c2bdf,cbf7b4c6-3c7d-5ca2-b5a6-a4df95d1da28,Evidence EVD-000069,Evidence 2 for OT-000001,fingerprints,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000069
73f8e129-62e8-59c4-8af8-45ef74dfb148,cbf7b4c6-3c7d-5ca2-b5a6-a4df95d1da28,Evidence EVD-000070,Evidence 3 for OT-000001,trace,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000070
9a9745bc-9e7a-50c6-ba1d-83665009d57d,35d41987-6537-58e7-91a0-ee0e4e46330c,Evidence EVD-000071,Evidence 1 for OT-000003,physical,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000071
1c617d12-2756-584c-a809-135aaa23d34f,35d41987-6537-58e7-91a0-ee0e4e46330c,Evidence EVD-000072,Evidence 2 for OT-000003,biological,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000072
43496e3a-dbe2-51a9-b3d0-176346ab40e1,35d41987-6537-58e7-91a0-ee0e4e46330c,Evidence EVD-000073,Evidence 3 for OT-000003,fingerprints,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000073
278ea171-0c7b-5752-b916-f4c6c418d72b,b7d00ba2-0a12-5ec3-b780-2a57d14273c2,Evidence EVD-000074,Evidence 1 for OT-000028,physical,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000074
a347ea7b-e157-5ed1-b487-1ab2924f2364,b7d00ba2-0a12-5ec3-b780-2a57d14273c2,Evidence EVD-000075,Evidence 2 for OT-000028,digital,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000075
0d7535cb-13e2-50ad-b21f-f40834a03a9f,b7d00ba2-0a12-5ec3-b780-2a57d14273c2,Evidence EVD-000076,Evidence 3 for OT-000028,documentary,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000076
a7259e2c-dd72-58a8-b650-fc10780f1f8c,b7d00ba2-0a12-5ec3-b780-2a57d14273c2,Evidence EVD-000077,Evidence 4 for OT-000028,biological,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000077
74782820-861c-52ba-9dd3-9fbd4933ce3a,bda27eb3-ecc3-53aa-a523-a3a7a93b3171,Evidence EVD-000078,Evidence 1 for OT-000027,documentary,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000078
07a5a5f8-369c-51bd-bf36-d4f080b32ccf,bda27eb3-ecc3-53aa-a523-a3a7a93b3171,Evidence EVD-000079,Evidence 2 for OT-000027,biological,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000079
32ead9cf-d4ad-5ab4-a9bc-c055e156d881,bda27eb3-ecc3-53aa-a523-a3a7a93b3171,Evidence EVD-000080,Evidence 3 for OT-000027,trace,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000080
7fddc686-9fc0-514f-9e15-5cb8289099fd,bda27eb3-ecc3-53aa-a523-a3a7a93b3171,Evidence EVD-000081,Evidence 4 for OT-000027,chemical,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000081
0350aad5-31bf-50ea-9734-792f60ad4c03,4d319893-34f5-5c2d-933c-de66769cf167,Evidence EVD-000082,Evidence 1 for OT-000012,video,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000082
68c6f5a7-5d55-5ede-b8db-7625f8cf8db8,4d319893-34f5-5c2d-933c-de66769cf167,Evidence EVD-000083,Evidence 2 for OT-000012,digital,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000083
80d72218-b85b-5506-a3d4-e9892049ea29,4d319893-34f5-5c2d-933c-de66769cf167,Evidence EVD-000084,Evidence 3 for OT-000012,other,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000084
886f9ad2-f9c8-54c4-bdfb-160c1bb57030,45696da9-041e-5c3a-ae68-e98e85716370,Evidence EVD-000085,Evidence 1 for OT-000030,chemical,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000085
a39612ac-a9b2-5f0a-9d76-12d6ca47a133,45696da9-041e-5c3a-ae68-e98e85716370,Evidence EVD-000086,Evidence 2 for OT-000030,fingerprints,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000086
55feb470-f4b2-5309-87b6-48a2cc021ce5,45696da9-041e-5c3a-ae68-e98e85716370,Evidence EVD-000087,Evidence 3 for OT-000030,biological,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000087
b4738ef8-8cff-5c79-832a-7dc7e467e981,a4cfe773-3766-5794-848c-c2bf1be101b3,Evidence EVD-000088,Evidence 1 for OT-000030,video,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000088
86544041-e70e-57e2-97b7-440ab1c60fb5,a4cfe773-3766-5794-848c-c2bf1be101b3,Evidence EVD-000089,Evidence 2 for OT-000030,video,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000089
3f11706c-b970-5bc7-90e8-a0b56ff02660,a4cfe773-3766-5794-848c-c2bf1be101b3,Evidence EVD-000090,Evidence 3 for OT-000030,physical,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000090
187ac590-bdb9-5bab-a7e3-517a01374ca7,a4cfe773-3766-5794-848c-c2bf1be101b3,Evidence EVD-000091,Evidence 4 for OT-000030,other,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000091
8263daf2-2c73-5aef-8ce6-9ea23c37579b,ff275426-77f4-5309-baec-f79eaf546829,Evidence EVD-000092,Evidence 1 for OT-000002,audio,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000092
7c769533-4cd4-530e-b40b-db2b429faf4a,4c8c6ee3-4693-54ca-b2e7-6ab5deb58c30,Evidence EVD-000093,Evidence 1 for OT-000022,fingerprints,in_progress,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000093
624d4d3a-341a-503e-aa21-fc5d0bf13599,4c8c6ee3-4693-54ca-b2e7-6ab5deb58c30,Evidence EVD-000094,Evidence 2 for OT-000022,biological,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000094
23d528c2-6a92-5118-a7bd-8bfd16b02039,4c8c6ee3-4693-54ca-b2e7-6ab5deb58c30,Evidence EVD-000095,Evidence 3 for OT-000022,trace,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000095
282d7af7-5536-57c7-ace4-ffe5859ccef2,861da71d-9ea4-5a74-b0f3-f1b8ae9db8cb,Evidence EVD-000096,Evidence 1 for OT-000016,physical,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000096
a9064583-7687-5fb9-a717-734a82cc6b10,a56ef4cb-ffe3-5010-92bc-031861ecc3ac,Evidence EVD-000097,Evidence 1 for OT-000002,biological,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000097
5f2defaa-8719-5f85-a00e-7331bba46ab4,a56ef4cb-ffe3-5010-92bc-031861ecc3ac,Evidence EVD-000098,Evidence 2 for OT-000002,forensic,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000098
9313d119-8470-5e63-9440-67f9d2d763e0,605a165d-f993-5553-a47b-3df6f09296aa,Evidence EVD-000099,Evidence 1 for OT-000026,fingerprints,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000099
e54752aa-7162-5b88-991f-4438e04336d7,605a165d-f993-5553-a47b-3df6f09296aa,Evidence EVD-000100,Evidence 2 for OT-000026,fingerprints,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000100
ca69e73c-7a17-5e03-a559-9e0c60a2173a,605a165d-f993-5553-a47b-3df6f09296aa,Evidence EVD-000101,Evidence 3 for OT-000026,other,failed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000101
dd931657-aece-509f-a732-5ba85a220200,ad45ebbf-fc32-55ab-b3a2-5a900ea7032c,Evidence EVD-000102,Evidence 1 for OT-000027,physical,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000102
01535e96-50bb-589a-b047-f93533a6aa85,77ed7baa-4893-512c-a325-83bf9a301d42,Evidence EVD-000103,Evidence 1 for OT-000017,physical,not_required,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000103
53176f1b-dfc5-51b6-9534-7ed4ac7525f4,0d8c1696-5505-50f4-844c-d8951bf6db21,Evidence EVD-000104,Evidence 1 for OT-000009,documentary,completed,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000104
a92ade84-d71b-5cb6-9855-2401e5343b61,0d8c1696-5505-50f4-844c-d8951bf6db21,Evidence EVD-000105,Evidence 2 for OT-000009,chemical,pending,,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,23_evidence.csv,EVD-000105
