id,address,district,station,latitude,longitude,pincode,dataset_provenance,source_import_job_id,source_file,source_row_ref
d6f20493-70bf-514d-a9f2-c4b55704bdfc,religious [LOC-000019],DHARMAPURI,DHARMAPURI Station,11.814252,78.292683,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000019
bd0086e4-15aa-5cbe-8d82-8fe8eab42c00,other [LOC-000020],KRISHNAGIRI,KRISHNAGIRI Station,12.630863,78.131052,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000020
949c635d-318c-57e7-aabe-bba2cd8aca03,online [LOC-000021],VILUPPURAM,VILUPPURAM Station,11.769622,79.256384,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000021
24b3f103-cd9f-5b78-a892-4690ecbe0cb7,road [LOC-000022],CUDDALORE,CUDDALORE Station,11.646115,79.688599,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000022
019638e7-226b-50b0-97a1-3a18e329a1a6,entertainment [LOC-000023],THE_NILGIRIS,THE_NILGIRIS Station,11.551765,76.818829,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000023
e9250d76-eb40-5aeb-ac46-007f2ceaaede,other [LOC-000024],MADURAI,MADURAI Station,10.284563,77.877238,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000024
6611cf1b-2e5e-5657-b49c-c749491f6a42,railway_area [LOC-000025],NAGAPATTINAM,NAGAPATTINAM Station,10.85493,79.814921,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000025
26cbfe95-5a95-5dee-a5e5-e8164e3c4919,road [LOC-000026],TENKASI,TENKASI Station,8.767272,77.251254,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000026
190c0f5c-8564-5919-8dea-9c7e267a03ed,industrial [LOC-000027],RAMESWARAM,RAMESWARAM Station,9.145471,79.657863,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000027
a9ba6398-7cba-5397-851c-36fd88af2fe1,entertainment [LOC-000028],ERODE,ERODE Station,11.476379,77.574509,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000028
62981388-008a-502c-9765-04fac3c12495,road [LOC-000029],TIRUCHIRAPPALLI,TIRUCHIRAPPALLI Station,10.995102,78.413298,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000029
c309ae2d-0ae1-5498-806a-83586639fc4d,bus_terminal [LOC-000030],THIRUVALLUR,THIRUVALLUR Station,12.97174,80.006456,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000030
7706c680-f80d-5f08-80ad-67247504de83,other [LOC-000031],TIRUNELVELI,TIRUNELVELI Station,9.002433,77.831879,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000031
5f79ac30-de78-58ee-b156-3bbca4123032,highway [LOC-000032],KANCHEEPURAM,KANCHEEPURAM Station,12.890083,79.999256,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000032
54ff9b52-192a-5ad4-bac5-601d818e55f4,railway_area [LOC-000033],RANIPET,RANIPET Station,12.941476,79.116065,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000033
5f6527c4-de41-595d-9e4c-f6201db51e58,religious [LOC-000034],SALEM,SALEM Station,11.687935,78.077627,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000034
b9e3e33a-1587-58c9-8f7e-57125586d588,online [LOC-000035],SALEM,SALEM Station,11.69836,78.047483,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000035
d88c9673-fda6-53b2-8658-3464165ed33c,educational [LOC-000036],CHENNAI,CHENNAI Station,12.972428,80.176232,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000036
089d5d91-3085-55aa-8a87-0fb1b0849aa6,road [LOC-000037],THENI,THENI Station,9.913956,77.343666,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000037
b9eeab89-224d-5683-9b0c-f84dcfdc4e15,bus_terminal [LOC-000038],SALEM,SALEM Station,11.652285,78.094434,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000038
1a62ff5d-59fc-5628-8352-92cf2db91ceb,government [LOC-000039],SALEM,SALEM Station,11.779487,77.99654,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000039
23be0303-c5a6-589b-b732-899b4715859d,road [LOC-000040],NAMAKKAL,NAMAKKAL Station,11.072321,78.122142,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000040
2a1d986f-49c7-5c22-b0ee-091a61ed9131,government [LOC-000041],NAGAPATTINAM,NAGAPATTINAM Station,10.882079,79.685062,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000041
67ede874-cf63-5065-93c0-673ed7c3ac9d,market [LOC-000042],ERODE,ERODE Station,11.347832,77.611885,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000042
c599dcfc-36d3-57fc-8465-30c7caadb315,government [LOC-000043],THIRUVARUR,THIRUVARUR Station,10.389164,79.468881,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000043
55a7bf7e-6c70-5bb8-b3ad-409a7a294b2e,financial [LOC-000044],COIMBATORE,COIMBATORE Station,10.992158,76.706378,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000044
6d8a4c46-f9ef-5eae-9818-29d06454a5b4,highway [LOC-000045],MADURAI,MADURAI Station,10.216893,77.763604,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000045
54e9767f-9612-51c5-a42f-b7671967ebbe,bus_terminal [LOC-000046],ERODE,ERODE Station,11.38852,77.649958,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000046
9513c311-e2b3-5929-af4b-3244abf232be,government [LOC-000047],RAMESWARAM,RAMESWARAM Station,9.222857,79.571163,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000047
e7a6de4c-6f23-550f-a9fc-d27f4fea2291,road [LOC-000048],DINDIGUL,DINDIGUL Station,10.598701,78.024107,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000048
0dfde989-6908-59f5-b749-b80530cbf933,religious [LOC-000049],PERAMBALUR,PERAMBALUR Station,10.962752,78.797998,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000049
3bbf8190-3982-57c5-a876-27388e353dc4,agricultural [LOC-000050],COIMBATORE,COIMBATORE Station,10.883161,76.651029,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000050
6e52a1ff-63da-5fdc-9bd8-1bbbcb92c7cd,government [LOC-000051],KRISHNAGIRI,KRISHNAGIRI Station,12.535159,78.144858,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000051
01687c29-1a43-5571-9199-9557464440c2,market [LOC-000052],PERAMBALUR,PERAMBALUR Station,10.993019,78.857428,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000052
0a37d658-a30c-572a-98f2-df461be9b44f,entertainment [LOC-000053],THOOTHUKUDI,THOOTHUKUDI Station,8.689234,77.857047,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000053
252c6ab0-f11f-5acd-bb2c-f12653e01580,agricultural [LOC-000054],DINDIGUL,DINDIGUL Station,10.567928,78.054171,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000054
ea0ec834-8303-5241-9a28-a5b989e0d502,online [LOC-000055],TIRUVANNAMALAI,TIRUVANNAMALAI Station,12.349569,78.827907,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000055
5a81a207-2369-57c3-97ee-2747c2d0ce42,agricultural [LOC-000056],SALEM,SALEM Station,11.672738,78.18248,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000056
c9d25004-bb93-5b79-859a-f4aa1f22da2d,residential [LOC-000057],TIRUNELVELI,TIRUNELVELI Station,8.958452,77.741178,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000057
24671b15-d6b2-581f-802b-006ec2620e99,online [LOC-000058],KANYAKUMARI,KANYAKUMARI Station,8.060329,77.486727,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000058
72fd7403-85f0-52e7-af1c-5599e81c427c,commercial [LOC-000059],SIVAGANGA,SIVAGANGA Station,10.120295,78.950979,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000059
8160838e-42a0-57af-aaf7-cde191bfb740,government [LOC-000060],PUDUKOTTAI,PUDUKOTTAI Station,10.305366,78.628762,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000060
f3b137f5-5bd2-5b0d-9142-9980c2572198,road [LOC-000061],PUDUKOTTAI,PUDUKOTTAI Station,10.263136,78.511488,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000061
a5012921-7531-5ca8-a29a-350f5c34995c,educational [LOC-000062],CHENGALPATTU,CHENGALPATTU Station,12.710774,80.128484,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000062
0caf89d1-5989-5fcb-93ba-3f975d972e0e,industrial [LOC-000063],RANIPET,RANIPET Station,12.985029,79.076813,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000063
45145176-d250-5096-beae-9c2e291f60e9,commercial [LOC-000064],KANYAKUMARI,KANYAKUMARI Station,8.049088,77.400778,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000064
ed443b6a-b948-56d1-a0b8-c2fb1c887e32,entertainment [LOC-000065],VILUPPURAM,VILUPPURAM Station,11.786009,79.26401,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000065
89888388-d02d-526b-b91d-5d22b752e063,online [LOC-000066],KARUR,KARUR Station,10.776414,77.913255,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000066
0fc903f4-fbf8-53ab-802a-56d723c2a6dc,bus_terminal [LOC-000067],THIRUVARUR,THIRUVARUR Station,10.379804,79.56982,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000067
c34ad6d6-67b3-54af-8c5a-3c2369cbffad,industrial [LOC-000068],TIRUPPUR,TIRUPPUR Station,11.09386,77.273814,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000068
4253985d-2c19-5f8d-9e77-0044ed848ea4,religious [LOC-000069],NAMAKKAL,NAMAKKAL Station,10.913431,78.091112,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000069
52bcc791-2982-5d6e-abf7-222c27507ee3,government [LOC-000070],MAYILADUTHURAI,MAYILADUTHURAI Station,11.241496,79.582099,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000070
e09bcab1-6378-5a6d-93ca-fba34a0db60d,residential [LOC-000071],RANIPET,RANIPET Station,12.820781,79.20052,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000071
d915bcea-d124-5216-9059-359bccb84b00,educational [LOC-000072],TIRUPPUR,TIRUPPUR Station,11.088623,77.283276,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000072
ecd4fe71-8619-5597-9aae-9cbcf858a8b5,online [LOC-000073],TIRUPATHUR,TIRUPATHUR Station,12.441864,78.396784,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000073
bee679d0-ad9a-58c0-a474-0bcf67913875,railway_area [LOC-000074],NAMAKKAL,NAMAKKAL Station,10.999072,78.255088,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000074
4d9c828a-9d4a-5405-b99d-c199329e4502,commercial [LOC-000075],DHARMAPURI,DHARMAPURI Station,11.767388,78.342942,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000075
73f1e931-c4b2-5303-a000-7516d167793b,educational [LOC-000076],THENI,THENI Station,9.919518,77.399565,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000076
f78fd259-80f0-5248-9fff-accd004f1dfd,commercial [LOC-000077],CUDDALORE,CUDDALORE Station,11.736725,79.78381,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000077
11cff10f-787b-5911-929a-9fc152424ae9,religious [LOC-000078],TENKASI,TENKASI Station,8.7241,77.303425,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000078
11e655f5-c8a1-5bff-94d7-f53769124294,religious [LOC-000079],KUMBAKONAM,KUMBAKONAM Station,10.922175,79.504422,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000079
63b37dd7-98ee-582c-9738-19f688f783d9,commercial [LOC-000080],TENKASI,TENKASI Station,8.779735,77.318741,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000080
cb0a97e4-5e9c-591a-bf20-0a6e0e0fc524,government [LOC-000081],TIRUPATHUR,TIRUPATHUR Station,12.52102,78.364655,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000081
3cb55e24-f652-54d3-8792-5016740ab399,road [LOC-000082],PUDUKOTTAI,PUDUKOTTAI Station,10.248897,78.58562,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000082
211a2624-b2b0-5f40-b9e3-414f5da07674,commercial [LOC-000083],TIRUCHIRAPPALLI,TIRUCHIRAPPALLI Station,10.976933,78.467747,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000083
82b1b2bc-c007-558d-aa8b-6a1f18d2c838,religious [LOC-000084],DHARMAPURI,DHARMAPURI Station,11.681026,78.244701,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000084
4cbb36d9-d00c-586a-a2a5-5fce219fbe4e,bus_terminal [LOC-000085],TIRUNELVELI,TIRUNELVELI Station,8.991556,77.681808,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000085
a89f5aec-af1c-5d9c-b345-a16553f4f43f,road [LOC-000086],DINDIGUL,DINDIGUL Station,10.688796,78.028758,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000086
63b60fc1-715a-5f14-a6dc-ce71d88a2f65,road [LOC-000087],KANYAKUMARI,KANYAKUMARI Station,8.087717,77.375155,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000087
880ca0fd-20ed-533b-ac7d-f09ba98c9250,road [LOC-000088],THENI,THENI Station,10.003633,77.415711,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000088
e8d61b51-e646-54b6-8d13-c36fd220a123,online [LOC-000089],THENI,THENI Station,10.062656,77.406964,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000089
fa62c119-90d0-584a-9cd5-b526d13c11c4,online [LOC-000090],COIMBATORE,COIMBATORE Station,10.89526,76.771371,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000090
0195c4d0-2dbc-521e-8055-28ae8388e3df,financial [LOC-000091],PUDUKOTTAI,PUDUKOTTAI Station,10.345922,78.556495,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000091
9255d3fb-dcce-5f90-b40a-c3da7b6e3010,commercial [LOC-000092],PERAMBALUR,PERAMBALUR Station,10.901352,78.922376,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000092
5fbfcc65-a00b-57d2-93f7-ecb29065969d,bus_terminal [LOC-000093],THIRUVARUR,THIRUVARUR Station,10.299842,79.525573,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000093
02801e95-11ad-5c2f-9e4e-7ded64fa3c66,commercial [LOC-000094],THE_NILGIRIS,THE_NILGIRIS Station,11.51626,76.812265,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000094
80ef69a2-4ab5-5898-8a8e-3141a4c2690a,road [LOC-000095],ERODE,ERODE Station,11.49291,77.645209,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000095
24ff65ed-06fd-536e-88ef-ece413ac281f,religious [LOC-000096],NAMAKKAL,NAMAKKAL Station,10.910787,78.233,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000096
20cf0fa7-6a0a-527d-876b-4d6975af9490,government [LOC-000097],THE_NILGIRIS,THE_NILGIRIS Station,11.53161,76.705079,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000097
5dbf222f-a796-5403-b3e6-919eb9a48aea,agricultural [LOC-000098],SIVAGANGA,SIVAGANGA Station,10.18302,78.777183,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000098
9b0a2c9d-ff89-5264-b1a6-3ded47efe196,online [LOC-000099],NAMAKKAL,NAMAKKAL Station,11.09234,78.233268,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000099
28e74010-43db-5085-a45f-37b37a7ab507,industrial [LOC-000100],RANIPET,RANIPET Station,12.994965,79.052826,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000100
3494b097-1aa1-52ea-8fa7-9c54f6f8a211,railway_area [LOC-000101],TIRUNELVELI,TIRUNELVELI Station,8.927784,77.798596,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000101
3bd9c05a-6f99-5b12-8fa1-3a8a4cf3f337,religious [LOC-000102],TIRUPPUR,TIRUPPUR Station,11.14522,77.278831,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000102
f46a94c8-231b-58c2-9714-a9c5a77142e6,government [LOC-000103],ARIYALUR,ARIYALUR Station,11.086229,78.648557,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000103
9cf6f3fd-4715-5b3f-ade0-bc0ee2fd3b0f,commercial [LOC-000104],NAMAKKAL,NAMAKKAL Station,11.005663,78.248447,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000104
86f21e05-b6f9-5221-8eb5-82587dc55ce4,market [LOC-000105],THIRUVARUR,THIRUVARUR Station,10.247244,79.598867,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000105
c90ec69c-9fdd-56a4-a425-4dde1570d518,bus_terminal [LOC-000106],COIMBATORE,COIMBATORE Station,10.890826,76.680541,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000106
6c225ad4-e8eb-5d78-aa46-d924b23c3898,bus_terminal [LOC-000107],PERAMBALUR,PERAMBALUR Station,11.030965,78.772607,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000107
e97751f1-08bc-5e72-91e0-fadcb81ee3f8,other [LOC-000108],KARUR,KARUR Station,10.740378,77.893156,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000108
3abb04e4-cb10-558e-901f-b0d1bc45bc38,industrial [LOC-000109],VILUPPURAM,VILUPPURAM Station,11.734756,79.164192,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000109
03a23af8-7cb9-53e2-92b7-f62c5816f414,other [LOC-000110],TIRUVANNAMALAI,TIRUVANNAMALAI Station,12.362848,78.898376,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000110
364179cc-ed27-5fb6-a741-bb37c21d2572,online [LOC-000111],KANCHEEPURAM,KANCHEEPURAM Station,12.860733,79.817842,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000111
cd42c2f2-ef51-57f4-9e0b-915195c5ebd1,other [LOC-000112],RANIPET,RANIPET Station,12.9106,79.158648,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000112
de7bdbc1-660a-595d-94f8-053403c9e96b,educational [LOC-000113],CUDDALORE,CUDDALORE Station,11.726601,79.718525,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000113
643bd68a-d549-5d78-9d94-2a1641ff49c7,railway_area [LOC-000114],DHARMAPURI,DHARMAPURI Station,11.843596,78.185981,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000114
885358ce-3efc-540b-84b0-65bfe15dac9f,residential [LOC-000115],DHARMAPURI,DHARMAPURI Station,11.860911,78.266179,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000115
fa85eaca-226e-5d4e-b1c1-2a43ca309021,railway_area [LOC-000116],NAMAKKAL,NAMAKKAL Station,11.056892,78.217945,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000116
6d1c9460-57e0-5177-a972-0c5f72c66f04,road [LOC-000117],TIRUVANNAMALAI,TIRUVANNAMALAI Station,12.5125,78.798016,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000117
f3116e07-a7ba-5490-9a73-03e05b9cf984,highway [LOC-000118],RAMESWARAM,RAMESWARAM Station,9.078272,79.621092,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000118
d6c9c31d-aaa3-5439-9f90-c07ac09680f7,entertainment [LOC-000119],RAMESWARAM,RAMESWARAM Station,9.114543,79.590907,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000119
88712b6c-89fc-5ec7-ad01-427cb5b90bd9,online [LOC-000120],RAMESWARAM,RAMESWARAM Station,9.170365,79.588483,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000120
5898d286-8bc6-5355-b898-5c1bc6981106,railway_area [LOC-000121],DHARMAPURI,DHARMAPURI Station,11.815713,78.180617,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000121
3cc40064-5705-5b49-a87e-cac51b25f1af,educational [LOC-000122],SIVAGANGA,SIVAGANGA Station,10.09794,78.880097,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000122
a210847e-2fc0-5832-aef6-359d40ce81f0,educational [LOC-000123],KALLAKURICHI,KALLAKURICHI Station,11.897999,79.172922,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000123
af9cacc5-aefa-5672-b423-90d1f34189e1,entertainment [LOC-000124],VIRUDHUNAGAR,VIRUDHUNAGAR Station,9.573301,78.011133,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000124
fd6d7b44-2b72-5b0a-b242-7aeb5a7dca5d,financial [LOC-000125],VIRUDHUNAGAR,VIRUDHUNAGAR Station,9.616618,77.953782,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000125
d7e7e625-9dcc-51ec-9be3-194d5250a250,market [LOC-000126],SALEM,SALEM Station,11.783801,78.171812,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000126
08c96122-1c21-5b6e-aa2e-079d885921b3,government [LOC-000127],MAYILADUTHURAI,MAYILADUTHURAI Station,11.298553,79.665778,,imported,12fe593e-e883-5cac-9710-f2ba74198299,21_location.csv,LOC-000127
