id,fir_number,crime_case_id,investigating_officer_id,complainant_name,complainant_contact,sections,filed_at,status,narrative,attachments,dataset_provenance,source_import_job_id,source_file,source_row_ref
511b737a-5085-5dbc-aaae-00a68a690fe6,FIR-000022,5f75abc8-d234-52a2-8908-16948ce8f275,c5440dcc-7794-503d-81b7-171ad78402ab,Unknown complainant,,OT-000010,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000022
f8c1455c-ccf1-5db6-a455-e2baa32be7c0,FIR-000023,2024c1bd-2186-5a03-b00b-e35fa0170252,4fe00691-0c9e-54ec-b45b-d6732bf5acd7,Unknown complainant,,OT-000005,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000023
e229101f-e774-523a-9819-37320eb87951,FIR-000024,6e816475-5b77-5123-89f5-9b17e5b02974,04fbc106-24bb-55d5-bf5e-40fd11ce04e3,Unknown complainant,,OT-000016,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000024
c40bf2df-efe1-5843-9300-29f4e00fc591,FIR-000025,232b7f2e-124c-5120-8af4-abc7a9736f12,e8f38dc2-63df-5ca2-98b5-06382343adb1,Unknown complainant,,OT-000004,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000025
cc937502-f2d2-5205-b497-bb5df9809772,FIR-000026,3ba6114c-c4da-522f-b3ab-741301577237,0b80e798-eb14-5cc9-80b7-112ecb007744,Unknown complainant,,OT-000011,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000026
d41ccb66-f140-52b0-b1ce-480e07d86bde,FIR-000027,027918d2-d08d-5ad3-829f-7a3ae6515c0b,587afd9e-1957-52d3-96ec-332b2a6b8271,Unknown complainant,,"OT-000025,OT-000019,OT-000006",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000027
9e9bfd29-2bfa-59f7-acea-34a464151d10,FIR-000028,9fbf0394-fb99-5d76-afc2-f21a5e3cb28e,6b9f6ced-7475-525d-af2c-c62e08809a08,Unknown complainant,,"OT-000001,OT-000015",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000028
07d7dc8b-71e5-572a-ad4e-a4355a32a23e,FIR-000029,a19e3b3c-8a33-5c43-8cb6-bfc06b8e2702,6ff64534-8148-596a-a12c-532e5d20b02d,Unknown complainant,,OT-000023,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000029
99f36c51-4720-5e73-8d6c-8e1ac5e708a4,FIR-000030,a97e219f-cf35-5004-b3a3-31f8f57c73a4,7780bf57-cc44-53d4-8856-c63a7b7e3b41,Unknown complainant,,"OT-000024,OT-000020",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000030
3868efc2-fe6b-554a-a49b-910d804b9c4f,FIR-000031,dd0f05d7-4e5d-5541-9b1e-28ddcd731e53,c4dbc8da-f27c-5bc8-90fa-1fff2ade689c,Unknown complainant,,OT-000026,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000031
a4873cf4-b111-5fc8-b383-0b64dc2650d2,FIR-000032,5076d5ce-3f00-5ed0-84c6-c09e6186fa3d,0846ea1a-6582-5335-b897-174dff6100f3,Unknown complainant,,"OT-000011,OT-000026,OT-000013",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000032
f85b95f2-2635-5440-9ee3-9622cbb43cd7,FIR-000033,cbf7b4c6-3c7d-5ca2-b5a6-a4df95d1da28,e8fa661a-fdd5-5e2a-8180-8eab5ef0adea,Tamil Nadu Person PERSON-036513,,OT-000016,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000033
02580cf4-4e93-51f0-9077-39f4674210ce,FIR-000034,35d41987-6537-58e7-91a0-ee0e4e46330c,ece02227-201f-5f0b-be79-fceac97d8081,Unknown complainant,,OT-000005,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000034
c4003c85-dc76-50db-b87c-d6bb209f4e06,FIR-000035,b7d00ba2-0a12-5ec3-b780-2a57d14273c2,06a74847-7f53-5425-8e6a-73612d7358fa,Unknown complainant,,"OT-000027,OT-000005",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000035
84282beb-dfa1-5679-aaf3-e92b3320b336,FIR-000036,bda27eb3-ecc3-53aa-a523-a3a7a93b3171,10fbc240-6f6e-53fc-89a2-c2a515cb5c0e,Unknown complainant,,OT-000017,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000036
7b6c0ab0-08ff-5389-89c5-6ea2017550ed,FIR-000037,4d319893-34f5-5c2d-933c-de66769cf167,b948992b-a0d9-5154-87d5-c4b59b09f6c0,Unknown complainant,,OT-000002,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000037
18f08a98-4ddb-5a1d-a1ca-b7416397e4cf,FIR-000038,45696da9-041e-5c3a-ae68-e98e85716370,a5e6dcb5-f033-546a-8cc5-f94cc372df74,Unknown complainant,,OT-000001,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000038
653ad711-b091-5a75-b21a-865bcb686807,FIR-000039,a4cfe773-3766-5794-848c-c2bf1be101b3,24dc4712-1898-520e-ab08-dfa6de14542e,Tamil Nadu Person PERSON-027131,,OT-000028,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000039
2fca77da-aafe-57c3-ad79-08b5e14c4863,FIR-000040,ff275426-77f4-5309-baec-f79eaf546829,5608f4ff-b667-5440-a6d4-01a94fe2f003,Unknown complainant,,"OT-000014,OT-000017",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000040
b0d7ea2d-8fe8-558b-9e31-8ff9c27486f9,FIR-000041,4c8c6ee3-4693-54ca-b2e7-6ab5deb58c30,aa00212f-34a6-5c35-ad35-f5126020cfe2,Unknown complainant,,OT-000008,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000041
2379ca31-fdb4-578b-90e0-9e8357ab4ae8,FIR-000042,861da71d-9ea4-5a74-b0f3-f1b8ae9db8cb,c09ded04-d774-53e5-8b78-f68e4a6af62e,Unknown complainant,,OT-000026,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000042
a2a868e6-643d-5ef7-a720-cc3e632f8ac3,FIR-000043,a56ef4cb-ffe3-5010-92bc-031861ecc3ac,4cc78a11-d685-528d-8899-d5b2e7f9cbc0,Tamil Nadu Person PERSON-032746,,OT-000023,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000043
3e4c2861-6c78-59d0-b1a6-c3b7a8bd7d19,FIR-000044,605a165d-f993-5553-a47b-3df6f09296aa,897cfdf2-866a-583a-a30c-d3bf3a201754,Unknown complainant,,OT-000029,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000044
3ccc5dff-c5dd-537f-9cf4-3bc9c104d491,FIR-000045,ad45ebbf-fc32-55ab-b3a2-5a900ea7032c,b0d5ae0b-6c00-56a0-8a7f-2e72d310ea46,Tamil Nadu Person PERSON-024360,,OT-000008,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000045
fc55af86-91ad-5152-8543-8e3126f10f67,FIR-000046,77ed7baa-4893-512c-a325-83bf9a301d42,919c3bc8-01e3-5fff-a3c1-aec0f84bcad4,Tamil Nadu Person PERSON-018394,,OT-000013,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000046
acaa587b-c3de-51ea-a1ee-9128ff5a7688,FIR-000047,0d8c1696-5505-50f4-844c-d8951bf6db21,1a677219-2fad-5b42-be16-3240347b97f1,Unknown complainant,,OT-000029,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000047
11d9e981-2f03-53d7-9e06-afb2ff3a2370,FIR-000048,121c9928-90b9-576a-8d55-29d3304c3409,7628d74b-ee98-5438-bc96-b177bcdfb42a,Tamil Nadu Person PERSON-011543,,OT-000014,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000048
cf144099-3b71-535e-92a0-3057ee92b3e7,FIR-000049,88427f1c-6795-5c45-a30a-f4cfc64e9503,0aaea645-e36a-5e66-a58d-d69de5d24691,Tamil Nadu Person PERSON-008906,,"OT-000006,OT-000024,OT-000028",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000049
e8d4e609-b031-57dc-9851-421a6847b3cf,FIR-000050,0bccb80d-d633-57da-b106-284c9ee146d0,19bca6d0-e3ec-5beb-bf57-fc7a45f76196,Unknown complainant,,OT-000012,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000050
f9fc1edd-0532-5393-b935-8d6487c6099c,FIR-000051,b7c6e773-5f66-537f-9027-9c726d0a76ed,63ce7769-86ea-5501-bc32-0c50da9aca14,Tamil Nadu Person PERSON-035304,,"OT-000008,OT-000026",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000051
4c9151d1-f303-5877-a17c-3139626c7593,FIR-000052,bcca0783-846c-5efe-bfcb-0f51e3ebe07d,1d2add3b-fc31-5496-b13b-ff38626576a7,Unknown complainant,,OT-000017,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000052
c4ba742f-c6fb-51a7-acc1-eee3608d2968,FIR-000053,904f9ef0-cfe3-580e-a5f1-7cf7465bc590,57f161bb-d49c-5f31-a576-4059838d53c6,Unknown complainant,,OT-000013,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000053
135a1233-2d7e-50e8-8069-018051711579,FIR-000054,8f9fdd54-b235-51bc-a3c7-882525f48130,0f3238ba-7ac8-5e16-86f6-650632ae93c0,Unknown complainant,,OT-000025,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000054
b77d10c9-ba4f-5871-9c51-46a8eabcb074,FIR-000055,034df97e-e424-57ee-be64-8636ba84dbc9,4b52887a-45ea-54e2-b4d8-50ac129e26d0,Tamil Nadu Person PERSON-005066,,"OT-000019,OT-000023,OT-000009",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000055
acb0bc3c-7579-5576-a97d-5f62f05da8b4,FIR-000056,2cd85dda-729b-5ff9-aa06-b694472be0fe,cc5b7c09-c3da-5dc6-b433-3dd29d90e917,Unknown complainant,,OT-000009,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000056
9467188d-2972-5527-9e42-db8870e1c14c,FIR-000057,dcedb3df-8942-5ce8-bfbd-6790fb7811c3,450d5393-6c35-55fc-bf15-650bf34d52bd,Unknown complainant,,OT-000030,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000057
a2ca3013-f6c9-50cf-b968-6c5c2224bbdf,FIR-000058,774f1143-3cad-5d29-ba0e-a3754f68b2b4,f5071967-c751-56b8-b62e-cbc896124620,Unknown complainant,,OT-000030,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000058
437e2368-4c4b-5023-a01b-d82234e6a41b,FIR-000059,3eabf6e0-197a-53e6-abfc-d42e835311eb,a9ba366a-229c-5279-a204-df3f97b3e55a,Unknown complainant,,OT-000026,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000059
ff39153e-addd-5b51-8b23-848e2d80fd0b,FIR-000060,9ba0b739-5b99-5f7c-9961-b1a208239bc0,555b46ee-572c-5341-bf1b-1b8c066c89b5,Tamil Nadu Person PERSON-037165,,"OT-000026,OT-000003",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000060
49ee9c7a-505f-5036-90be-f69ad2854798,FIR-000061,ccc2193b-d032-5d0f-9551-93170005a2b9,fd6e92e6-e2b1-5b10-a14a-7ff27ce24ae2,Unknown complainant,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000061
4d443bde-5b00-5115-bee8-fee35c0d9266,FIR-000062,12757c1f-9482-5902-b94c-8a3c12d5503f,d0329699-3fe6-5fca-80e9-720dedc7844d,Unknown complainant,,OT-000001,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000062
6b0404be-78e9-58e5-b72a-baaa6d037fe7,FIR-000063,2de2a2d8-d355-5ec0-845e-843e3817d839,a7f0af39-29b9-58ce-af26-4ab82e275493,Unknown complainant,,"OT-000006,OT-000005",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000063
78d1dcd6-1ea3-5f5a-8742-e93993ffeaae,FIR-000064,fb3fe21c-ce2c-5349-bd2f-02ad983ec0ba,0f3e0985-b1b9-542c-a8e8-53565c58f185,Unknown complainant,,"OT-000027,OT-000011",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000064
f0c70b62-e1f8-511f-a22d-5293bf259a93,FIR-000065,1aa5a01b-0540-5599-829a-d560b5a5b0e0,7bc2ff8a-28d1-5e14-9b1e-5edae5a8e30d,Unknown complainant,,OT-000030,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000065
606d6039-1e7b-5711-8f17-2f14fd0b6f7d,FIR-000066,c21dbf3b-713c-57fc-8e13-97f1bd995058,da21bf55-dec7-5460-98ea-9c1ceb9c0e2c,Tamil Nadu Person PERSON-018669,,"OT-000004,OT-000012",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000066
6ef50d26-d752-5c74-8b86-58e38a0868ff,FIR-000067,cfdab298-cf2e-5c33-8916-f7ba21fb9682,696e6484-b20f-5f13-a197-e5cf60eb22d6,Unknown complainant,,OT-000015,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000067
0a320fdf-3b8e-5ef4-afb6-5f5f7572c27d,FIR-000068,0e8f442c-1b55-53c5-b258-4fc78d264a41,a4568889-4580-5896-9d4e-013a4044ac7c,Unknown complainant,,"OT-000026,OT-000018",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000068
657810f9-a351-549f-8c94-c3400a2797c2,FIR-000069,6a2d1c33-3867-56a2-958c-d4e89012a499,69285b6e-0d41-5a51-a283-670bc60fca6a,Unknown complainant,,OT-000017,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000069
73aaf095-6f8b-5430-98e9-bbe4b2ce0476,FIR-000070,912ce7a9-b2aa-549d-b149-0643066ce3af,07bf9c4a-a22d-53d3-b40f-ced6e253d05f,Unknown complainant,,"OT-000007,OT-000025",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000070
f12bb145-1374-5eba-af2b-7fc7d219002e,FIR-000071,f3160496-9c5a-5f60-9fd3-3f366a3dc90d,4aa4a6a0-a840-560e-813e-a3069b109534,Unknown complainant,,"OT-000001,OT-000007,OT-000014",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000071
0babe074-231b-5098-a460-d0909aff7f65,FIR-000072,66b38605-332c-54db-8acf-2f59738f67fb,296ec2cc-041b-5b1f-9ad2-8e91f152e98a,Unknown complainant,,OT-000011,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000072
659ed4e1-5d2f-5aa2-94e2-89eb126d0942,FIR-000073,8a110c1b-f13f-51d8-83b8-2046ae45aff0,63022a8f-0913-57ca-8794-4a9b483352f4,Unknown complainant,,OT-000023,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000073
fec1d976-0f1a-5bad-987e-fbaa491996ca,FIR-000074,3e0089e5-cd0c-5555-a435-9cc224c45132,0e3c7c67-55fc-52fb-b36e-cf629564c6af,Unknown complainant,,"OT-000007,OT-000022,OT-000027",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000074
4ce38c67-f67c-5729-a997-d80d8ff9cfd9,FIR-000075,3fbe03c4-9c7b-546e-bf6c-bba39a28178e,6f37bb4c-e35d-5341-b44f-e1a280abb040,Unknown complainant,,"OT-000009,OT-000029,OT-000012",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000075
4c7cdcac-c0cf-5571-8856-d30027c23d4e,FIR-000076,29216db5-e017-5725-9670-a5d8cbc1614f,7aae883d-074b-5639-9fc3-fdb0e9db4b13,Unknown complainant,,OT-000008,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000076
babce700-d54e-57a1-8dc5-ef15654e407a,FIR-000077,563aa4fa-764d-5b62-a4c4-7b48a70d1ee3,f6fb9f6d-1135-5250-855e-3c70b5362f74,Unknown complainant,,"OT-000014,OT-000013",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000077
15d8727f-ebb6-57ce-a67c-380f1f50cf46,FIR-000078,a29c9a90-1d17-5090-bbd2-30ed9885a3cb,5921d2af-bec3-5340-ab81-c3ecd3da6d06,Tamil Nadu Person PERSON-018866,,OT-000022,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000078
b02ccd79-0185-5575-ae36-a833f5aa00f6,FIR-000079,9a8fafe1-9581-5f46-9c05-78945371b406,be8a6bd6-a784-5a6d-b0d3-668b12f4421b,Unknown complainant,,OT-000016,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000079
f1c51650-e831-52e0-aa8a-a26fe62fdbb3,FIR-000080,67f62c04-bba7-5727-9516-ac9db75a3446,17bacd23-7f2a-578d-bdf1-a2ee77a81a6c,Unknown complainant,,"OT-000015,OT-000023,OT-000030",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000080
b033fe21-73ff-5be3-a671-b47028390609,FIR-000081,3c3896d3-7a6d-5ab6-8274-b20643fdd89b,4136ad35-f729-5ee3-b899-1ee2f89d1f99,Unknown complainant,,OT-000004,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000081
8a200125-0a65-5f3f-9e9b-1cef63aacf6f,FIR-000082,ad9c0d93-d8c7-548d-a036-ce989348325d,bc100772-3ce4-5244-8ae5-23e0a594da67,Unknown complainant,,OT-000017,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-000082
